label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12
0	1340 mph	-0.782	Sacramento	Moreno Valley, Fresno	-0.102	743	-194	Bioengineering	361 kg	614	1115	0.2311	-485 kg
3	1480 mph	-0.3	Riverside	Anaheim	2.4151	610	865	Computer Engineering	580 kg	837	439	-1.2058	?
3	635 mph	0.9708	Riverside	Anaheim	-1.0495	278	-811	Computer Engineering	336 kg	1362	467	0.8834	-252 kg
3	2515 mph	2.0701	San Jose	Fremont	0.658	1251	-792	Computer Engineering	-692 kg	-251	-769	0.1302	755 kg
0	-693 mph	2.1519	Fremont	Fresno, Chula Vista	-0.6071	485	NULL	Human Computer Interaction	-653 kg	647	217	-1.57	-385 kg
4	-428 mph	-1.1901		Los Angeles	0.5471	1617	1932	Games and Playable Media	-971 kg	1373	-846	1.4854	584 kg
1	1367 mph	0.5059	Bakersfield	Irvine, Oakland, Long Beach	-0.5562	-75	15	Biotechnology, Computer Game Design, Data Science	740 kg	-109	-9	1.2782	38 kg
3	1571 mph	2.2071	Riverside	Anaheim	0.7312	570	295	Computer Engineering	1030 kg	746	-596	1.3455	870 kg
4	2382 mph	-0.0297	Anaheim	San Diego	0.9618	305	2244	Robotics Engineering	1787 kg	1049	-14	-0.2161	-230 kg
1	-565 mph	0.2688	lONG bEACH	Irvine, Riverside	-0.875	1381	355	Data Science	317 kg	727	319	-0.1585	589 kg
5	-740 mph	0.2365	sAN bERNARDINO	San Jose, Bakersfield, San Bernardino	0.1526	1805	-395	Applied Mathematics	-845 kg	-205	1644	1.1616	974 kg
1	-350 mph	1.0776	Fremont	Riverside, Oakland	0.4214	-260	392	Data Science	485 kg	876	641	-0.9838	-166 kg
0	97 mph	0.4103	Chula Vista	Fresno, Chula Vista	-0.4591	2246	-57	Bioengineering, Natural Language Processing	44 kg	978	621	-0.3978	895 kg
3	773 mph	2.7486	Riverside	San Diego	-0.4069	203	683	Computer Engineering	986 kg	1046	905	1.9818	-1080 kg
4	361 mph	-0.8891	Anaheim	Los Angeles	0.6562	1011	1310	Statistics, Robotics Engineering	186 kg	21	1137	-1.4655	672 kg
2	-228 mph	1.2636		Santa Clarita, Santa Ana, Modesto	0.295	461	-48	Bioinformatics	1166 kg	1106	1615	0.0186	-108 kg
2	1394 mph	-0.4625	San Diego	Santa Clarita, Modesto	0.479	721	548	Bioinformatics	-893 kg	2319	1490	1.3822	-1047 kg
5	128 mph	-0.3306	Moreno Valley	San Francisco, Bakersfield, San Bernardino	0.0096	-54	-484	Computational Media	1028 kg	977	480	1.9488	169 kg
2	-1296 mph	-1.384	San Diego	Stockton	-0.0483	-774	807	Computer Science	-78 kg	561	1220	-0.91	1554 kg
5	-132 mph	1.197	Modesto	Bakersfield, San Jose, San Bernardino	1.5215	309	882	Applied Mathematics, Computational Media	334 kg	-1261	-329	0.1271	165 kg
2	52 mph	2.761	San Diego	Santa Ana, Stockton, Modesto	0.8406	11	1774	Computer Science	-797 kg	420	2066	0.4832	1184 kg
0	1133 mph	0.7528	Irvine	Chula Vista	1.7326	952	258	Natural Language Processing, Bioengineering	-1931 kg	1137	205	-0.389	1410 kg
5	149 mph	0.3503	San Bernardino	Oakland, Irvine, Long Beach	1.2981	135	1028	Computational Media	-466 kg	261	-66	0.0397	563 kg
2	-109 mph	2.2832	San Diego	Santa Clarita, Sacramento, Modesto, Santa Ana	0.4541	-389	580	Computer Science	-120 kg	369	2207	0.9388	481 kg
5	1907 mph	-0.5333	San Bernardino	San Bernardino, San Jose	-0.4672	193	-114	Technology and Information Management, Applied Mathematics	-73 kg	1607	-109	0.9001	-546 kg
5	-233 mph	0.7919	San Bernardino	San Bernardino, Bakersfield, San Jose	-0.3917	957	1136	Technology and Information Management	803 kg	-208	64	0.8094	-624 kg
2	1371 mph	3.1544	San Diego	Stockton, Santa Ana, Santa Clarita, Modesto	0.9409	979	1935	Bioinformatics	2040 kg	2185	-54	-0.5905	2069 kg
5	739 mph	0.396	San Bernardino	san bernardino, san francisco, bakersfield	0.212	634	755	Computational Media, Technology and Information Management	696 kg	-83	-530	1.1548	974 kg
1	-368 mph	1.1728	Fremont	Irvine, Riverside, Oakland	0.9475	958	1191	Electrical Engineering, Computer Game Design, Data Science	2 kg	107	423	-0.1917	997 kg
1	1511 mph	1.884	Anaheim	IRVINE, OAKLAND, LONG BEACH	-0.8881	428	1529	Electrical Engineering	76 kg	273	-333	1.172	1680 kg
3	-810 mph	-0.4736	Los Angeles	Fremont	-0.8377	732	1960	Computer Engineering	63 kg	859	1611	-0.2893	149 kg
0	-429 mph	1.518	Sacramento	Chula Vista, Fresno	1.2157	497	363	Bioengineering	-733 kg	49	584	1.5608	1450 kg
2	-684 mph	NULL	Anaheim	Santa Clarita, Santa Ana, Sacramento	1.5287	305	190	Games and Playable Media, Statistics	-312 kg	-66	1083	-0.7195	2047 kg
4	-731 mph	0.8637	Oakland	Los Angeles	2.7095	361	2929	Statistics	1969 kg	133	1441	0.828	-1007 kg
1	1054 mph	0.1874	Bakersfield	Riverside, Oakland, Long Beach	0.4316	2179	1728	Biotechnology	1 kg	-115	43	0.7727	370 kg
4	-28 mph	-0.1882	Anaheim	Los Angeles	0.0733	-540	1101	Statistics, Games and Playable Media	2138 kg	390	-1221	0.6925	1154 kg
1	424 mph	-0.8008	Fremont	Riverside, Long Beach, Oakland	0.9082	200	1257	Biotechnology, Computer Game Design, Electrical Engineering	3 kg	-617	-954	-1.3277	816 kg
3	997 mph	2.3955	Los Angeles	Los Angeles	-2.2792	978	1082	Computer Engineering	-1360 kg	-97	-566	1.6023	338 kg
0	-379 mph	1.8225	Irvine	Moreno Valley	1.1844	1502	603	Bioinformatics	497 kg	1622	-602	0.8764	-1166 kg
1	-356 mph	1.7923	San Diego	Oakland, Long Beach, Irvine	0.2374	1044	47	Data Science	297 kg	765	373	-2.4425	1008 kg
4	1010 mph	-0.3378	Anaheim	Los Angeles	0.2595	-103	2076	Robotics Engineering	-1530 kg	-725	13	1.6173	799 kg
2	535 mph	0.6811	San Diego	Sacramento, Modesto, Santa Clarita, Santa Ana	0.358	-520	-4	Computer Science	458 kg	1668	383	-0.6607	1701 kg
1	440 mph	-0.2514	Long Beach	Oakland	-0.2639	55	-27	Biotechnology, Data Science, Computer Game Design	-76 kg	806	-184	-0.4261	-523 kg
2	210 mph	1.1293	San Diego	Stockton	0.9745	-255	1129	Bioinformatics	1013 kg	-267	17	0.085	179 kg
3	1957 mph	0.3914	Riverside	Anaheim	0.1276	674	653	Computer Engineering	580 kg	-589	333	2.4451	326 kg
3	584 mph	0.9222	Riverside	Anaheim	-0.3404	-36	-1999	Computer Engineering	-320 kg	8	-1485	0.9119	437 kg
0	-293 mph	1.621	San Francisco	Chula Vista	1.0718	783	981	Bioengineering	794 kg	362	-154	0.1689	-500 kg
3	1507 mph	2.9031	Los Angeles	Anaheim	0.0191	378	969	Computer Engineering	1031 kg	-926	111	0.6843	709 kg
2	-1186 mph	1.7187	fRESNO	Sacramento	0.8876	722	740	Bioinformatics	-217 kg	416	947	-0.1098	-413 kg
1	1373 mph	0.5791	Long Beach	Riverside, Oakland	-0.4773	1546	1848	Electrical Engineering, Biotechnology	-1797 kg	1167	-989	-0.3824	15 kg
2	2163 mph	-0.1272	San Diego	Sacramento, Modesto, Santa Ana, Stockton	0.4644	244	276	Computer Science	768 kg	746	-46	-0.4723	151 kg
4	44 mph	-0.8751	Anaheim	Los Angeles	1.3943	1299	-1198	Games and Playable Media, Statistics	1018 kg	278	-282	-0.341	-622 kg
5	-460 mph	1.4154	Moreno Valley	San Francisco, San Jose, San Bernardino	-0.4081	286	-1299	Computational Media	1889 kg	-904	138	-0.3746	1935 kg
3	1188 mph	1.8117	Los Angeles	Fremont	0.8883	-17	2465	Computer Engineering	743 kg	825	-692	0.407	-396 kg
3	4 mph	0.8358	San Jose	Fremont	0.2036	1270	-931	Computer Engineering	215 kg	256	-180	1.1694	-491 kg
2	-1069 mph	2.2276	San Diego	Santa Ana, Santa Clarita, Stockton, Sacramento	1.8039	1022	2546	Bioinformatics	137 kg	1204	872	-0.824	405 kg
2	1822 mph	-0.5128	San Diego	Modesto, Santa Ana	2.2326	935	135	Bioinformatics	-475 kg	807	1588	0.1706	-1763 kg
4	2277 mph	-2.1368	Fresno	San Diego	2.5203	1088	1147	Games and Playable Media	580 kg	563	180	1.826	524 kg
4	-101 mph	0.9433	Oakland	Los Angeles	-0.4287	329	135	Games and Playable Media	519 kg	-106	-512	-0.5141	477 kg
0	-485 mph	0.4431	Sacramento	Chula Vista	0.0496	-201	2410	Natural Language Processing, Bioengineering	-195 kg	1435	-337	-1.3374	-418 kg
2	612 mph	-0.5786	San Diego	Santa Clarita, Modesto	-0.2226	850	1741	Bioinformatics	-840 kg	795	890	-0.3974	2728 kg
1	-399 mph	1.279	sANTA aNA	Oakland, Long Beach	-0.6431	1893	-443	Computer Game Design, Electrical Engineering, Data Science	301 kg	744	-825	0.8045	-199 kg
5	1936 mph	-0.0203	Modesto	Bakersfield	2.3027	-576	665	Applied Mathematics, Technology and Information Management	919 kg	650	-67	0.5205	-445 kg
1	1012 mph	-0.0742	Santa Ana	Oakland	2.8934	306	-296	Biotechnology, Computer Game Design, Data Science	-962 kg	408	535	0.6137	2035 kg
5	992 mph	3.4327	San Bernardino	San Francisco, San Bernardino, San Jose	0.7789	251	-830	Applied Mathematics, Computational Media	146 kg	815	522	0.4152	-227 kg
0	394 mph	-0.5471	Santa Clarita	Oakland, Irvine	0.7508	413	-736	Robotics Engineering, Games and Playable Media	-757 kg	1182	-305	-0.628	223 kg
0	1129 mph	1.5135	Santa Clarita	Chula Vista	0.4135	72	1315	Natural Language Processing	588 kg	736	-1024	0.465	518 kg
1	79 mph	0.2488	Fremont	Riverside, Long Beach, Irvine	0.905	311	687	Data Science, Electrical Engineering	1362 kg	-399	-612	-0.3434	906 kg
4	1616 mph	-0.9142	Anaheim	Los Angeles	-0.1159	2098	-20	gAMES AND pLAYABLE mEDIA, sTATISTICS	-90 kg		-231	0.9451	-152 kg
4	-396 mph	2.1753	Sacramento	San Diego	2.0463	1608	37	Computer Engineering	956 kg	-50	355	-0.9039	1460 kg
0	947 mph	0.7185	Santa Clarita	Fresno	-0.9548	84	1268	Human Computer Interaction, Natural Language Processing	-1525 kg	267	-671	1.342	812 kg
3	488 mph	1.3833	Riverside	Fremont	-0.3879	-491	523	Computer Engineering	917 kg	-269	599	1.2357	-634 kg
4	-634 mph	-1.0306	Anaheim	Los Angeles	1.277	1131	756	Statistics, Games and Playable Media	1205 kg	716	-315	0.5269	-39 kg
5	1095 mph	0.8953	San Bernardino	Bakersfield	0.608	588	488	Technology and Information Management	1992 kg	-114	-684	-0.1926	-345 kg
5	438 mph	0.6164	Moreno Valley	San Bernardino, Bakersfield, San Jose	1.0492	1206	1085	Applied Mathematics, Computational Media	-17 kg	2016	-1334	-0.0639	-767 kg
0	783 mph	-0.0884	Irvine	Fresno		233	741	Natural Language Processing, Bioengineering	-191 kg	-118	-207	0.0068	2067 kg
5	871 mph	1.5672	San Bernardino	n/a	0.1284	587	-1120	Technology and Information Management, Applied Mathematics	-671 kg	188	645	1.4827	1170 kg
5	-604 mph	1.098	San Bernardino	San Jose	0.9189	1370	856	Applied Mathematics, Computational Media	-299 kg	188	860	0.3069	576 kg
4	337 mph	-0.0472	Stockton	San Diego	0.9038	899	446	Statistics, Robotics Engineering	364 kg	1304	-1129	0.8686	1843 kg
5	-94 mph	3.0247	San Bernardino	San Bernardino, San Francisco	2.2407	399	1570	Applied Mathematics	77 kg	-100	-1287	1.8185	-373 kg
5	1112 mph	1.3319	Moreno Valley	Bakersfield, San Bernardino, San Jose	0.6086	1183	-1148	Technology and Information Management	-1316 kg	1045	168	1.3697	910 kg
2	-44 mph	0.2172	San Diego	Modesto, Stockton, Sacramento	2.1164	-414	793	Bioinformatics	-544 kg	-93	-953	-0.107	1541 kg
2	129 mph	1.4391	San Diego	Santa Ana, Stockton	-0.3401	332	442	Bioinformatics	-1005 kg	831	799	-0.2101	742 kg
0	971 mph	-0.0775	Chula Vista	Chula Vista, Fresno	1.1098	548	-1151	Natural Language Processing, Bioengineering	-449 kg	314	20	-1.2522	2027 kg
2	-427 mph	-1.3874	San Diego	San Francisco, San Jose	1.9018	1227	322	Bioinformatics	531 kg	285	2032	0.2867	-333 kg
3	1212 mph	-0.3388	Los Angeles	Los Angeles	0.3969	1167	-805	Computer Engineering	-524 kg	1449	-1009	0.5657	-174 kg
3	-445 mph	-0.2414	Los Angeles	FREMONT	0.4743	1305	-1192	Computer Engineering	-82 kg	1384	-84	1.2832	1176 kg
0	441 mph	0.03	Chula Vista	Moreno Valley	-0.2113	633	1012	Human Computer Interaction, Bioengineering	365 kg	926	218	-0.3767	1065 kg
4	-284 mph	-0.3688	n/a	San Diego	0.1188	917	1943	Statistics	70 kg	305	-1251	2.3714	860 kg
2	554 mph	0.3176	San Diego	Stockton	-0.2093	884	518	Bioinformatics	705 kg	1146	1461	0.325	1777 kg
1	879 mph	0.8474	Long Beach	Riverside, Irvine	0.3059	-327	1281	Electrical Engineering, Biotechnology, Data Science	574 kg	925	-1730	-0.2678	-122 kg
0	-463 mph	1.9882	Santa Clarita	Fresno	0.5036	898	-299	Bioinformatics	-439 kg	82	-103	0.1702	1576 kg
1	891 mph	0.3568	Fremont	NULL	-0.4372	618	-205	Data Science	-2051 kg	681	843	0.1081	1053 kg
0	1797 mph	-0.1751	Chula Vista	Moreno Valley, Fresno	0.4411	-1180	-2048	Natural Language Processing	509 kg	1053	1528	-1.3845	562 kg
3	428 mph	0.8392	Riverside	Fremont	0.7085	1326	-1499	Computer Engineering	-180 kg	-452	-1375	0.5145	504 kg
3	-41 mph	0.8715	Los Angeles	Anaheim	-1.7002	-17	-562	Computer Engineering	-1401 kg	1882	360	-0.7463	-594 kg
5	121 mph	0.5811	Moreno Valley	sAN bERNARDINO	1.3067	528	1467	Applied Mathematics, Technology and Information Management	358 kg	350	228	-0.8052	1472 kg
3	1060 mph	1.3977	Los Angeles	Fremont	-0.1716	-123	1181	Computer Engineering	383 kg	611	-473	0.743	611 kg
3	1349 mph	0.7437	San Jose	Anaheim	-1.6024	-762	-404	Computer Engineering	-1464 kg	-483	-809	1.6055	-879 kg
3	1267 mph	0.7321	Los Angeles	Irvine, Oakland, Riverside	0.9451	464	1024	Computer Engineering	-942 kg	826	-427	-0.0622	1171 kg
3	-559 mph	0.8911	Los Angeles	Fremont	1.0245	1287	331	Computer Engineering	1717 kg	362	-334	0.4323	612 kg
2	587 mph	1.4604	San Diego	Santa Clarita, Modesto, Santa Ana, Sacramento	1.9633	-880		Computer Science	-810 kg	511	1016	1.0987	1014 kg
4	1254 mph	0.3538	Fresno	Los Angeles	-0.5759	n/a	-21	Statistics, Robotics Engineering	839 kg	924	100	1.2702	-388 kg
1	2305 mph	0.7702	Long Beach	Riverside	0.6213	1146	534	Biotechnology, Computer Game Design, Data Science	-1208 kg	66	-334	1.0587	-158 kg
1	695 mph	0.2578	Santa Ana	Fremont	1.4396	-131	1315	Electrical Engineering, Data Science, Computer Game Design	-139 kg	373	-1163	2.1101	20 kg
5	927 mph	2.3287	Moreno Valley	San Bernardino	-0.7281	671	100	Computational Media	-302 kg	832	-1101	1.8806	1173 kg
4	251 mph	0.5135	Anaheim	San Diego	0.6268	1342	-607	Robotics Engineering, Games and Playable Media	N/A	-644	335	0.8835	881 kg
1	290 mph	0.9334	Bakersfield	Moreno Valley, Chula Vista	1.0806	865	1027	Biotechnology	-490 kg	710	236	-0.4953	699 kg
4	1480 mph	-1.0671	Oakland	San Diego	-0.4956	-718	793	Robotics Engineering	616 kg	291	-2139	0.9717	145 kg
2	-26 mph	-0.0125	San Diego	Santa Clarita, Santa Ana	-0.4944	-967	168	Bioinformatics	-250 kg	-349	1493	0.7506	1999 kg
4	525 mph	-0.1559	Oakland	Los Angeles	-0.6812	1459	404	Statistics, Robotics Engineering	295 kg	350	-3	1.2408	716 kg
4	-1140 mph	1.0688	Anaheim	Riverside, Irvine	1.3318	1008	2068	Robotics Engineering, Games and Playable Media	537 kg	1528	-1440	2.487	118 kg
3	-948 mph	2.2999	n/a	Fremont	0.9744	1177	259	Computer Engineering	836 kg	591	-475	0.889	-227 kg
1	752 mph	0.0169	Long Beach	?	0.8693	873	523	Electrical Engineering, Biotechnology, Computer Game Design	449 kg	854	1122	-0.3027	1665 kg
5	592 mph	0.5237	San Bernardino	San Francisco, San Jose	1.428	-126	-1192	Computational Media	339 kg	651	N/A	-0.2827	1576 kg
5	-484 mph	1.8664	San Bernardino	San Francisco	-1.0034	827	-666	Applied Mathematics, Technology and Information Management	738 kg	1053	-66	1.0351	1121 kg
4	1415 mph	1.086	Fresno	San Diego	1.218	1169	-334	Games and Playable Media	1917 kg	1271	232	0.0217	n/a
5	-1353 mph	1.5003	Modesto	Bakersfield	1.2057	-557	-352	Applied Mathematics, Technology and Information Management	1343 kg	98	1550	1.9176	1947 kg
1	103 mph	1.0568	Bakersfield	Oakland, Riverside, Irvine	-0.1658	1194	944	Data Science	-278 kg	970	333	1.1992	522 kg
5	1691 mph	0.4084	Moreno Valley	San Bernardino	2.6799	234	397	Applied Mathematics	-149 kg	-802	-1139	1.2917	-694 kg
5	20 mph	-0.964	San Bernardino	Fresno	1.5825	90	672	Applied Mathematics	1278 kg	908	514	-0.1077	281 kg
4	-151 mph	-0.0987	Stockton	San Diego	1.0798	729	-743	Statistics, Robotics Engineering	932 kg	758	550	-0.0682	154 kg
3	2224 mph	1.4156	Los Angeles	Moreno Valley	-0.0846	859	-70	Computer Engineering	-490 kg	-1197	-505	-0.2037	2388 kg
2	1059 mph	1.0976	San Diego	Santa Clarita	0.678	245	1035	Computer Science	540 kg	331	2026	-1.2372	398 kg
4	1472 mph	1.0371	Oakland	Los Angeles	1.3754	787	1704	gAMES AND pLAYABLE mEDIA, sTATISTICS	542 kg	617	-384	1.6056	2037 kg
4	2294 mph	-0.8863	Anaheim	San Diego	1.0525	5	N/A	Technology and Information Management	1436 kg	470	416	1.3678	1179 kg
2	1253 mph	0.9901	San Diego	Sacramento	1.995	1366	1715	Bioinformatics	1409 kg	721	1273	1.2323	292 kg
1	777 mph	-0.4535	Santa Ana	Oakland	1.0555	-19	1087	cOMPUTER gAME dESIGN, bIOTECHNOLOGY	733 kg	438	-1140	-0.659	2124 kg
2	404 mph	1.3397	San Diego	Santa Ana	1.5866	1497	-600	Computer Engineering	-459 kg	783	2674	0.8335	955 kg
0	1117 mph	0.8482	Irvine	Fresno	-0.2386	1759	-231	Bioengineering, Human Computer Interaction	611 kg	1467	-102	0.1584	823 kg
5	1545 mph	-0.0733	Modesto	Bakersfield, San Francisco, San Jose	1.4302	-805	193	Applied Mathematics, Computational Media	-245 kg	1386	206	-0.1022	1180 kg
4	345 mph	0.1218	Stockton	San Diego	0.5298	1742	674	Bioinformatics	686 kg	178	-899	-0.233	-159 kg
0	1794 mph	0.5893	Santa Clarita	Chula Vista	2.1812	-265	395	NATURAL LANGUAGE PROCESSING, HUMAN COMPUTER INTERACTION	-1274 kg	-853	490	-1.322	1310 kg
0	-690 mph	-0.5997	San Francisco	Fresno	-1.0072	1576	-216	Bioengineering	-572 kg	738	-72	0.8956	1276 kg
3	111 mph	2.2041	Los Angeles	Anaheim	0.607	-9	1548	Computer Engineering	-158 kg	570	202	-0.2756	555 kg
1	1211 mph	n/a	Santa Ana	Long Beach	0.5905	1318	-726	Electrical Engineering, Computer Game Design	-634 kg	1387	-706	-0.7058	808 kg
2	683 mph	0.2369	Irvine	Modesto, Stockton, Santa Clarita	-1.3522	790	1746	Bioinformatics	-425 kg	-167	1416	0.6573	308 kg
2	48 mph	0.5367	San Diego	Santa Clarita, Sacramento, Santa Ana	1.5784	2	571	Computer Science	83 kg	1328	1250	-0.3573	1328 kg
2	1332 mph	0.6176	San Diego	Modesto, Santa Clarita	1.951	-839	-291	COMPUTER SCIENCE	1245 kg	400	1258	1.0852	-83 kg
0	806 mph	1.4444	San Francisco	Fresno, Moreno Valley	0.109	-119	995	Human Computer Interaction, Bioengineering	722 kg	1543	-776	-1.6907	1913 kg
3	-1125 mph	1.4166	San Jose	Anaheim	-1.0381	-439	-610	Computer Engineering	412 kg	-801	924	-0.3786	273 kg
2	-261 mph	0.0169	San Diego	Modesto, Sacramento, Santa Ana, Santa Clarita	2.2178	1113	-218	Bioinformatics	-379 kg	-150	1041	0.4866	182 kg
3	1782 mph	0.6941	San Jose	Anaheim	-1.0054	151	1147	Computer Engineering	-687 kg	79	534	1.0617	187 kg
2	2798 mph	0.2072	San Diego	Sacramento, Modesto, Santa Clarita, Stockton	1.1643	967	1510	Computer Science	-879 kg	-353	204	0.5913	210 kg
0	-649 mph	-0.5793	Santa Clarita	Moreno Valley	-0.5164	226	1210	Bioengineering, Natural Language Processing	1183 kg	2116	-350	0.5883	1244 kg
5	1111 mph	1.0958	Riverside	San Jose, San Francisco	0.944	-251		Computational Media, Applied Mathematics	276 kg	-283	754	-0.0375	568 kg
1	834 mph	-0.4852	San Diego	Irvine	0.2855	681	-624	Data Science, Biotechnology, Electrical Engineering	514 kg	-459	-284	-0.1028	536 kg
4	273 mph	0.7721	Oakland	San Diego	0.9565	891	-234	Robotics Engineering	1739 kg	-141	1035	0.5181	1271 kg
0	-33 mph	1.4052	San Francisco	Chula Vista, Fresno	-1.3801	275	1515	Human Computer Interaction	1069 kg	NULL	-1520	2.9303	1277 kg
3	1371 mph	-0.0559	Los Angeles	Fremont	-0.5454	-425	-1627	Computer Engineering	620 kg	1291	150	2.7441	-310 kg
2	1071 mph	0.0362	San Diego	Stockton, Modesto, Sacramento, Santa Clarita	1.6927	297	-79	Computer Science	-1381 kg	-587	867	0.0903	1975 kg
3	57 mph	0.2389	San Jose	Fremont	1.3519	-195	-297	Bioinformatics	-311 kg	953	2092	0.3576	328 kg
5	433 mph	0.7555	Modesto	San Jose, San Francisco, San Bernardino	1.029	112	112	Applied Mathematics	-601 kg	325	-89	-0.2082	479 kg
3	-163 mph	1.7762	Riverside	Fremont	-0.1855	49	247	Computer Engineering	-555 kg	409	1734	0.7078	-394 kg
0	8 mph	1.9179	Moreno Valley	Chula Vista, Fresno	1.4669	1752	370	Bioengineering, Natural Language Processing	-1144 kg	-276	-256	-0.354	2237 kg
0	833 mph	0.0907	Santa Clarita	Chula Vista	1.1204	1945	1991	Bioengineering, Natural Language Processing	-560 kg	-76	-593	-0.1286	237 kg
5	1294 mph	0.219	Modesto	ANAHEIM	0.5261	1140	-395	Computational Media, Technology and Information Management	1737 kg	-126	-529	-0.5372	203 kg
0	307 mph	-0.2157	Irvine	Moreno Valley, Chula Vista	0.2034	1055	1534	Natural Language Processing, Bioengineering	960 kg	906	-499	-1.6996	1836 kg
2	-55 mph	1.1264	San Diego	Santa Ana, Santa Clarita, Stockton, Sacramento	-2.869	-202	-589	bioinformatics	-85 kg	1163	2375	1.3683	169 kg
2	-388 mph	0.931	San Diego	Sacramento, Santa Ana, Modesto, Santa Clarita	0.3763	718	989	Data Science	-320 kg	-310	523	-0.7691	961 kg
4	1331 mph	0.7313	Fresno	Los Angeles	0.1398	300	804	Robotics Engineering, Statistics	413 kg	294	-1032	0.1135	-34 kg
3	-466 mph	0.4152	Riverside	Sacramento, Santa Ana, Stockton, Modesto	0.4139	331	-1283	Computer Engineering	-477 kg	-632	-339	-0.2538	1355 kg
2	-454 mph	0.8057	San Diego	Stockton, Santa Ana	-0.3886	1896	1434	Computer Science	-8 kg	-525	1380	-0.7107	582 kg
5	-379 mph	3.3308	San Bernardino	Bakersfield	2.0791	-138	-560	Applied Mathematics, Technology and Information Management	738 kg	369	141	-0.2525	1641 kg
2	740 mph	-0.207	San Diego	Sacramento, Santa Ana	1.2952	777	-795	Computer Science	-995 kg	1482	3780	0.9242	2116 kg
3	-34 mph	1.0048	San Jose	Fremont	-1.7911	-132	-16	Computer Engineering	-456 kg	1537	1272	0.4839	-1251 kg
4	2532 mph	0.5639	Anaheim	Los Angeles	0.3316	2012	1183	Statistics, Robotics Engineering	2555 kg	654	768	0.9912	829 kg
2	-563 mph	1.0789	San Diego	Santa Clarita, Sacramento, Stockton, Modesto	1.3824	248	155	Computer Science	-2032 kg	715	326	-0.0892	243 kg
4	566 mph	-1.7355	Oakland	San Diego	2.7307	475	104	Games and Playable Media	129 kg	-233	-1489	0.6801	1026 kg
0	533 mph	-0.732	Irvine	Moreno Valley, Fresno	-0.3775	1428	-10	Biotechnology, Electrical Engineering, Data Science	15 kg	1684	-481	-0.4261	462 kg
5	752 mph	0.3696	San Bernardino	San Jose, Bakersfield	3.2916	-560	-628	Computational Media, Applied Mathematics	145 kg	416	576	-0.0842	486 kg
1	-615 mph	-0.0298	Santa Ana	n/a	0.1957	265	1590	Bioinformatics	857 kg	858	294	0.2277	1104 kg
5	2160 mph	1.7317	Modesto	San Jose	0.9103	-1565	-869	Technology and Information Management, Computational Media	-751 kg	569	180	0.3175	2260 kg
5	1697 mph	2.3219	San Bernardino	Fremont	2.3711	112	275	Applied Mathematics	-848 kg	740	0	0.1726	-591 kg
1	-330 mph	-0.0492	Bakersfield	Riverside, Irvine, Long Beach	-0.7685	-387	1220	Computer Game Design, Data Science, Electrical Engineering	-30 kg	375	660	-0.7029	541 kg
0	522 mph	1.649	Irvine	Chula Vista	-2.4106	151	901	Human Computer Interaction, Natural Language Processing	639 kg	-280	-2201	-0.705	658 kg
3	258 mph	0.1129	San Jose	Anaheim	-0.6069	-1142	619	Computer Engineering	1303 kg	818	376	0.2929	-861 kg
0	541 mph	-1.7067	San Francisco	Chula Vista, Moreno Valley	0.3861	-892	1905	Bioengineering, Human Computer Interaction	471 kg	-520	301	0.835	207 kg
1	682 mph	2.202	Long Beach	Anaheim	0.4079	1230	101	Computer Game Design, Biotechnology	1011 kg	-1243	-427	-0.107	121 kg
5	860 mph	0.9259	San Bernardino	San Jose	1.6507	556	-932	Computational Media, Applied Mathematics	65 kg	1139	478	0.313	2484 kg
4	-673 mph	-0.1154	Stockton	San Diego	1.4759	586	253	Games and Playable Media, Robotics Engineering	1592 kg	721	-667	-0.1464	1611 kg
4	-472 mph	1.4766	Anaheim	Los Angeles	0.8732	1910	165	Games and Playable Media, Statistics	312 kg	970	-122	0.359	711 kg
1	376 mph	0.463	Fremont	Long Beach, Irvine	0.8526	595	669	Data Science	480 kg	650	480	-1.9094	1408 kg
3	-217 mph	-0.7813	San Jose	Fremont	0.123	490	-2220	Computer Engineering	1290 kg	1172	-341	0.8339	973 kg
0	487 mph	0.8656	San Francisco	Moreno Valley, Fresno	-0.4939	711	583	Applied Mathematics	-215 kg	1713	735	-0.0488	-195 kg
0	1568 mph	0.9687	Sacramento	Moreno Valley	0.471	1346	1546	Bioengineering	-1476 kg	306	1183	1.5732	876 kg
4	1908 mph	-0.6817	Oakland	San Diego	-0.7767	814	1786	Games and Playable Media	327 kg	826	526	-0.0206	-781 kg
5	-3 mph	0.2235	Santa Ana	Bakersfield	1.1288	263	1109	Applied Mathematics, Technology and Information Management	-508 kg	693	-486	1.5407	655 kg
4	686 mph	1.6126	Oakland	Los Angeles	-0.2988	-469	-89	Games and Playable Media	1195 kg	537	513	n/a	1799 kg
3	360 mph	0.9373	San Francisco	None	-0.4441	393	-168	Computer Engineering	1604 kg	839	404	2.2049	-1242 kg
4	-342 mph	1.0704	Anaheim		0.6238	1561	1782	Games and Playable Media	696 kg	1045	-368	-0.0354	934 kg
3	-414 mph	1.0761	Los Angeles	Anaheim	0.8305	575	-1561	Computer Engineering	-523 kg	72	1275	-0.6999	812 kg
0	-12 mph	0.3811	Chula Vista	Stockton	0.5276	1602	-420	Bioengineering	-489 kg	1227	1369	-1.6745	-98 kg
